Temp,Traffic,AQI
24.36350297118406,69.81617140197451,88.46035889792175
38.767857660247905,53.60963663441204,79.09693382338989
33.29984854528513,30.952761628632775,59.08144024921762
29.966462104925917,81.37950197069486,112.42561053560527
18.900466011060914,68.47311725538793,82.13997843092775
18.899863008405067,16.26169393448913,34.641395893858565
16.452090304204987,91.09271844938425,110.8532919005955
36.654403644373375,82.2537242923169,120.88024503548459
30.02787529358022,94.9799913291924,128.2479165511233
32.70181444490114,72.571950838836,92.7608169365115
15.51461235739506,61.34151959357899,68.80881143271061
39.247746304049855,41.82430362906189,75.18422728633666
35.81106602001054,93.27284833540132,134.41210294365533
20.308477766956905,86.60638895004084,98.58454763684004
19.545624180177516,4.521867010618941,19.011026954975165
19.585112746335845,2.6366974497252005,29.19604414045291
22.60605607398844,37.64633668780496,50.02800773988823
28.11891079080595,81.0553330781833,110.12490884721537
25.798625466052894,98.72761293149445,129.1974459068966
22.28072850495105,15.041689110352818,32.71936592739912
30.296322368059485,59.41307153521351,86.84252723514544
18.487346516301045,38.08908566310215,43.111787785921344
22.303616213380455,96.99143978146031,122.76621804092234
24.159046082342293,84.21189231357087,103.95823792866398
26.4017496054259,83.83287047111378,106.26723927474713
34.62939903482534,46.86931597949703,72.09669963101506
19.991844553958995,41.48195023376652,51.81794745473974
27.85586096034029,27.340707193070624,45.32929255308441
29.810364221551062,5.6375496650927115,43.38977069251359
16.161260317999943,86.47223762550531,95.33139863031116
30.18862129753596,81.29010091300776,108.58397402034494
19.263103092182288,99.97176732861305,120.87472240137211
16.62628982463199,99.66368370739053,126.6823871678975
38.722138431333335,55.543170560262745,88.84416017621383
39.14080082686398,76.89874151805105,119.56217236376864
35.20993370291153,94.47657298824281,126.654459608045
22.61534422933427,84.96473906774115,106.79103388919309
17.441802850159597,24.734810174319765,37.679953407587185
32.10582566280392,45.05441353100935,69.18009754561561
26.003812343490033,12.915941515149498,41.17380533748031
18.05095587111947,95.40510272587224,112.26214995919572
27.379422752781757,60.617463445088006,87.09711496939298
15.85971302788046,22.864280550346272,41.45906978441472
37.73301005196955,67.17006844058567,98.51622581070305
21.469499540000424,61.81282404578958,72.13382885690957
31.56305710884955,35.81627180328405,66.57744669427635
22.792776902235275,11.355759219962902,39.07589166150861
28.00170052944527,67.15731955927996,86.02287482634007
28.66775698358199,52.03077009037933,69.83139542439274
19.621361388138176,77.23183917356393,90.00932306222266
39.239615694113965,52.01635011119934,77.88070628198459
34.37832058402786,85.21815003185401,115.32873292770643
38.48747353910473,55.190683877448556,82.16566226463632
37.37068376069122,56.093797153538624,83.01772653820775
29.94749947027713,87.66536026583451,117.84446039606904
38.04685587557792,40.3482866212397,72.45665389655758
17.212312551297988,13.401522845064074,33.31331912696885
19.89957156047863,2.8782676313338973,19.376026953291515
16.13068222276345,75.5137255673619,89.8988265110848
23.133258269081608,62.03095513534647,75.54538023071206
24.71693224223705,70.40797680992236,88.4919541343348
21.783725794347397,21.296416150891073,39.3424471023413
35.718437728798236,13.637147558676975,42.28451039134464
23.918833167339734,1.4544665667881929,30.79005904288897
22.023362742184517,35.058755880659696,48.0187381207236
28.567402078956214,58.991768685463306,82.05241516900611
18.523105624369066,39.22440450997323,48.239575116825726
35.054924518850996,43.747492202372904,83.27782699427812
16.863766091994272,90.41586944937484,103.02179192391344
39.672173415012935,34.82554670233004,65.50328369068271
34.306119232416435,51.39894891598108,74.90111987383858
19.96789203835431,78.3653012741143,90.55632380339982
15.13805292809006,39.65427823212701,39.94967840317941
35.386535711370854,62.20867002278735,97.4744419968469
32.671433596190425,86.23637087467452,126.39038843848289
33.22517920102469,94.9520623657642,129.54095295100316
34.281758667148644,14.707348092903793,42.61662413189829
16.85111629335226,92.65876251614944,111.77120621705298
23.961643213606813,49.21162930795382,60.5153071660098
17.896726488128245,25.824438829895836,37.76413006469468
36.57758564688984,45.913575623826134,76.01855331777601
30.58245317068895,98.0032575285477,126.14011083193634
23.27245062131623,49.26180939928696,70.23973349600465
16.588958757150593,32.875161028750824,47.73572561420941
22.774558042891556,63.34008543167258,74.6756735852259
23.12958305066868,24.014561877819308,37.58524500058043
33.2401544584516,7.586332810866391,43.40703857967911
30.93893678388033,12.887972191064922,43.42576716565061
37.18031856440817,12.804583895777244,52.49103105541448
26.805373129048732,15.190269351229436,48.13783176322395
17.98985614845754,13.882717264941014,25.875724862549532
32.83111968057487,64.08747448032146,86.71086262995773
34.019626215422434,18.188008439914483,41.68366827981921
29.031929939237408,34.56672833238632,51.50664689190138
34.27417949886403,89.67884099060119,125.88826802820485
27.344889909109767,47.39616402628724,74.41648567197973
28.06832073454985,66.75577385210272,85.63620380890218
25.68852545896374,17.231987120162984,39.098414354480035
15.63547816860238,19.228901880867078,27.112481206767587
17.69728567483261,4.086861626647886,28.00490862481991
15.785729642168356,16.893506307216455,38.52105780641354
30.91026028159451,27.85903390319586,49.14242838862829
22.858899526908168,17.70104842767468,32.43077598595184
27.71426727911757,8.87025337570556,41.11975007503553
37.689161848152324,12.06358711006008,52.826458167328624
21.232305728721872,46.077876803272574,65.99028287544549
25.259573075890742,20.63337184057925,42.603625555750135
33.888778463576216,36.42698610480755,60.85549843621426
20.71995413729056,50.34172708548569,63.53563308877821
16.924497745719826,69.03948286293652,83.21782228254928
22.2437863228442,3.9312139841098936,31.57440766047872
19.03053218135011,79.94103989090426,96.84809534260897
38.242441308564324,62.79003894909078,100.97923406223947
35.20300948911043,8.17590319488719,50.42786918897287
30.835093912760584,87.35786241067773,125.56230769029781
36.786514754692945,92.08724005318132,135.75621350260877
35.09180192247786,6.107795985486375,42.78404988985895
19.664251472150895,27.687764814720374,38.899740736115106
37.313974962249446,80.62012797930613,123.19708929156377
28.48355604789127,74.82596903836584,94.82155253198411
35.18600387910156,18.45210193563773,51.99283947760673
37.40228249808733,20.93493233367103,52.494761933369304
22.950086874296595,37.0472102791382,50.23313880109259
17.75129811319192,48.45229851910213,61.420340519480206
20.698379063548543,61.825477153029595,74.40641502010767
25.677694715656408,36.891363956977244,53.45258946711054
35.45036914806233,46.25347161331479,67.19810431914058
36.51826458140859,74.74709381337566,112.17683295551551
15.173803263279767,3.66832028905979,22.13857305441435
27.768682564439143,25.243694434402077,56.82190820100452
25.435275078719474,71.33495858845524,89.23296292862037
20.552695261768257,89.52068376871993,110.45931277313493
17.99663418334207,51.167744211566614,59.44400209010321
23.4403792850907,53.211348526531566,74.83132996297554
38.572742597812976,10.717201133977605,49.319318231400175
23.080073300518883,44.741236682345466,59.018112388607356
27.969765543584153,53.261726645502314,75.47394598448923
32.57547397237944,24.247050363472965,51.96317574226616
24.09074005948235,26.924323094938096,40.647388580243586
39.29455206802402,37.728416310462265,71.29801173894776
39.06118237355278,2.007119777772637,52.52593198633781
21.294557395634104,32.20791655831783,38.69953528892308
27.431212647309636,21.144800699654464,43.30541791379792
22.521957745419243,32.74973521779147,42.26756207289957
22.12101235943669,11.976213181925122,36.66501604800409
15.92217368386332,89.0527280739895,95.52773237067268
30.23910834949742,59.359245355404866,79.22562251586753
27.56697558072154,67.91023191444896,90.9296662446017
16.286968781249733,78.91712386073382,97.4782546783364
21.966161605915286,49.84421989290573,61.220880690361646
37.70664714916634,8.69202880874237,45.034584337484894
20.989047266674312,53.71065418185478,73.95586619341209
18.622371802280576,58.68411180208791,60.06206667593312
27.236319006939077,74.54394741843299,86.04993013916172
39.641261352765014,43.16595462296794,78.1299645108679
21.05138178778751,12.758030279556376,27.308349398942482
31.803388685146963,28.377590579872447,48.17482105330101
34.04049038321794,36.30822963986351,66.26837031206355
20.940938599809993,64.59172413316013,78.25983759733329
33.205408715296485,57.077830466891186,80.14832473771442
24.194578317981332,35.60967258978462,43.8816312685913
30.807645764839485,98.65152487929797,139.3155832257898
30.838242769022365,60.577481935688716,87.4052826416794
28.394367101868962,23.72267917359945,45.13171344682778
17.257244251360206,10.178247262040374,33.18908150095641
35.88256238973095,15.285913918433202,43.68501604504249
23.019501624293397,24.595772838450813,32.193834543068284
19.662962759996354,16.06813732595557,26.576940852586706
16.0193785388691,18.656702405130577,27.053789205197674
29.772323579706047,28.50951686938471,52.16594361451001
31.93910904605706,17.33735952947548,44.339707202157804
15.414695723196404,89.67654246264252,105.17953434378207
27.802326457482025,8.023374566164222,29.37776055676044
